node_id,title,field_full_title
305526,Slide 002 Liberty bell parade with a wagon's wheel getting replaced,Slide 002 Liberty bell parade with a wagon's wheel getting replaced
305568,Slide 003 People standing in a crowd with reenactors,Slide 003 People standing in a crowd with reenactors
305456,Slide 004 Wagon wheel getting replace,Slide 004 Wagon wheel getting replace
305395,Slide 005 Wagon wheel getting replace with Liberty Bell in shot,Slide 005 Wagon wheel getting replace with Liberty Bell in shot
305524,Slide 006 Wagon with reenactors,Slide 006 Wagon with reenactors
305571,Slide 007 Wagon Wheel with reenactor and horse,Slide 007 Wagon Wheel with reenactor and horse
305432,Slide 008 Liberty Bell in Wagon,Slide 008 Liberty Bell in Wagon
305348,Slide 009 Crowd of people in front of grey brick building,Slide 009 Crowd of people in front of grey brick building
305577,Slide 010 Reenactors standing still,Slide 010 Reenactors standing still
305415,Slide 011 Reenactors talking amongst one another,Slide 011 Reenactors talking amongst one another
305440,Slide 012 Reenactors inspecting wagon wheel,Slide 012 Reenactors inspecting wagon wheel
305532,Slide 013 Reenactors attempting to remove broken wagon wheel,Slide 013 Reenactors attempting to remove broken wagon wheel
305466,Slide 014 Liberty Bell in Wagon,Slide 014 Liberty Bell in Wagon
305374,Slide 015 Liberty Bell in Wagon,Slide 015 Liberty Bell in Wagon
305393,Slide 016 Liberty Bell parade with a wagon's wheel getting replaced,Slide 016 Liberty Bell parade with a wagon's wheel getting replaced
305468,Slide 017 Liberty Bell in wagon being transported with band,Slide 017 Liberty Bell in wagon being transported with band
305399,Slide 018 Liberty Bell in wagon being transported with band,Slide 018 Liberty Bell in wagon being transported with band
305370,Slide 019 Reenactors in the street with band in the background,Slide 019 Reenactors in the street with band in the background
305443,Slide 020 Reenactors transporting Liberty Bell,Slide 020 Reenactors transporting Liberty Bell
305390,Slide 021 Gram Tamar Bair in front of Liberty Bell,Slide 021 Gram Tamar Bair in front of Liberty Bell
305448,Slide 022 Wagons and train cars,Slide 022 Wagons and train cars
305441,Slide 023 Reenactors on horses in front of wagon,Slide 023 Reenactors on horses in front of wagon
305530,Slide 024 Wagon with Liberty Bell,Slide 024 Wagon with Liberty Bell
305462,Slide 025 Wagon with Liberty Bell in front of covered wagon,Slide 025 Wagon with Liberty Bell in front of covered wagon
305428,Slide 026 Reenactors posing infront of Liberty Bell Wagon,Slide 026 Reenactors posing infront of Liberty Bell Wagon
305407,Slide 027 Reenactors walking alongside Liberty Bell Wagon,Slide 027 Reenactors walking alongside Liberty Bell Wagon
305491,Slide 028 Reenactors posing infront of Liberty Bell Wagon,Slide 028 Reenactors posing infront of Liberty Bell Wagon
305368,Slide 029 Reenactors with horses,Slide 029 Reenactors with horses
305557,Slide 030 Crowd of people in front of grey brick building,Slide 030 Crowd of people in front of grey brick building
305331,Slide 031 Reenactor in front of Liberty Bell wagon,Slide 031 Reenactor in front of Liberty Bell wagon
305430,Slide 032 Reenactors on horses,Slide 032 Reenactors on horses
305356,Slide 033 Reenactors on horses in the middle of the street,Slide 033 Reenactors on horses in the middle of the street
305387,Slide 034 Liberty Bell wagon on street in front of corn field,Slide 034 Liberty Bell wagon on street in front of corn field
305551,Slide 035 Reenactors in wagon,Slide 035 Reenactors in wagon
305376,Slide 036 Reenactors in an uncovered wagon with bell,Slide 036 Reenactors in an uncovered wagon with bell
305465,Slide 037 Reenactors in wagons in a line,Slide 037 Reenactors in wagons in a line
305497,Slide 038 Reenactors in wagon,Slide 038 Reenactors in wagon
305335,Slide 039 Reenactors in a wagon with bell,Slide 039 Reenactors in a wagon with bell
305344,Slide 040 Reenactors in a wagon with bells,Slide 040 Reenactors in a wagon with bells
305475,Slide 041 Slightly uncovered wagon with bell,Slide 041 Slightly uncovered wagon with bell
305558,Slide 042 Reenactors in wagons in a line,Slide 042 Reenactors in wagons in a line
305474,Slide 043 Liberty Bell Wagon in a field with people,Slide 043 Liberty Bell Wagon in a field with people
305500,Slide 044 Reenactors in front of blue wagon in a field,Slide 044 Reenactors in front of blue wagon in a field
305389,Slide 045 Liberty Bell Wagon in a field,Slide 045 Liberty Bell Wagon in a field
305528,Slide 046 Liberty Bell Wagon in a field with people,Slide 046 Liberty Bell Wagon in a field with people
305416,Slide 047 Reenactors in an uncovered wagon with bell,Slide 047 Reenactors in an uncovered wagon with bell
305424,Slide 048 Wagons in a field with horses,Slide 048 Wagons in a field with horses
305523,Slide 049 Slightly uncovered wagon with bell with horses,Slide 049 Slightly uncovered wagon with bell with horses
305371,Slide 050 Women on horse in front of reenactors with wagon,Slide 050 Women on horse in front of reenactors with wagon
305536,Slide 051 Covered wagon and other wagons on the street,Slide 051 Covered wagon and other wagons on the street
305514,Slide 052 Woman in front of multiple wagons,Slide 052 Woman in front of multiple wagons
305581,Slide 053 Junior Craftsman Along the Monocacy Sign,Slide 053 Junior Craftsman Along the Monocacy Sign
305590,Slide 054 Reenactors making a sort of food,Slide 054 Reenactors making a sort of food
305531,Slide 055 Reenactors speaking to children,Slide 055 Reenactors speaking to children
305375,Slide 056 Reenactors instructing children,Slide 056 Reenactors instructing children
305377,Slide 057 Reenactor on horse in front of other reenactors,Slide 057 Reenactor on horse in front of other reenactors
305587,Slide 058 Reenactors shwoing a child how to make soap,Slide 058 Reenactors shwoing a child how to make soap
305396,Slide 059 The American hotel front murals,Slide 059 The American hotel front murals
305464,Slide 060 The American hotel entrance and front murals,Slide 060 The American hotel entrance and front murals
305538,Slide 061 The American hotel boarded-off side,Slide 061 The American hotel boarded-off side
305525,Slide 062 Brown brick building with two piles of rubble in front,Slide 062 Brown brick building with two piles of rubble in front
305463,Slide 063 Partially demolished brightly colored building,Slide 063 Partially demolished brightly colored building
305555,Slide 064 Boarded off brick school building,Slide 064 Boarded off brick school building
305579,Slide 065 Brick school building with large piles of brick to its back,Slide 065 Brick school building with large piles of brick to its back
305501,Slide 066 Brick school building with large piles of brick to its back with scaffolding,Slide 066 Brick school building with large piles of brick to its back with scaffolding
305481,Slide 067 School St perspective of closed off brick school building,Slide 067 School St perspective of closed off brick school building
305366,Slide 068 Red car infront of boarded off brick school building,Slide 068 Red car infront of boarded off brick school building
305544,Slide 069 Cross street in front of brick school building,Slide 069 Cross street in front of brick school building
305502,Slide 070 Boarded off brick school building,Slide 070 Boarded off brick school building
305455,Slide 071 United Cerebral Palsy of Lehigh Valley building,Slide 071 United Cerebral Palsy of Lehigh Valley building
305341,Slide 072 Goerge Weisser Public School,Slide 072 Goerge Weisser Public School
305505,Slide 073 White brick building with white car in front,Slide 073 White brick building with white car in front
305362,Slide 074 Side view of white brick building,Slide 074 Side view of white brick building
305546,Slide 075 Main St ramp in 1966,Slide 075 Main St ramp in 1966
305580,Slide 076 Lehigh St. 1966,Slide 076 Lehigh St. 1966
305495,Slide 077 8th Ave during a rain storm,Slide 077 8th Ave during a rain storm
305386,Slide 078 Schoenersville Rd during a rain storm,Slide 078 Schoenersville Rd during a rain storm
305507,Slide 079 Foliage covered cavern,Slide 079 Foliage covered cavern
305498,Slide 080 Foliage covered cavern with window,Slide 080 Foliage covered cavern with window
305527,Slide 081 Railroad tracks in front of brown and green building,Slide 081 Railroad tracks in front of brown and green building
305570,Slide 082 Broken tree branches in front of concrete gazebo,Slide 082 Broken tree branches in front of concrete gazebo
305494,Slide 083 Concrete gazebo in front of brown and green building with railroad tracks,Slide 083 Concrete gazebo in front of brown and green building with railroad tracks
305358,Slide 084 Concrete gazebo in front of brown and green building,Slide 084 Concrete gazebo in front of brown and green building
305446,Slide 085 Concrete gazebo in front of telephone pole,Slide 085 Concrete gazebo in front of telephone pole
305471,Slide 086 Concrete gazebo in front of brown and green building with railroad tracks,Slide 086 Concrete gazebo in front of brown and green building with railroad tracks
305516,Slide 087 Construction site,Slide 087 Construction site
305564,Slide 088 Interstate 378 sign indicating construction,Slide 088 Interstate 378 sign indicating construction
305351,Slide 089 Fahy bridge work,Slide 089 Fahy bridge work
305562,Slide 090 Ground view /Bethlehem Drive in Flea Market,Slide 090 Ground view /Bethlehem Drive in Flea Market
305486,Slide 091 Research Center 10/63,Slide 091 Research Center 10/63
305445,Slide 092 Old paint mill bridge,Slide 092 Old paint mill bridge
305340,Slide 093 Main St brigde with three cars on it,Slide 093 Main St brigde with three cars on it
305477,Slide 094 Main St brigde post-construction with people walking on it,Slide 094 Main St brigde post-construction with people walking on it
305410,Slide 095 Hill to Hill steps,Slide 095 Hill to Hill steps
305431,Slide 096 Car in front of brick building,Slide 096 Car in front of brick building
305589,Slide 097 Brick building with overhead windows,Slide 097 Brick building with overhead windows
305529,Slide 098 Large crowd of people eating a meal while celebrating Bethlehem's birthday,Slide 098 Large crowd of people eating a meal while celebrating Bethlehem's birthday
305521,Slide 099 Three tiered white and yellow cake,Slide 099 Three tiered white and yellow cake
305573,"Slide 100 Podium in a crowd with a sign reading ""Happy Birthday Bethlehem""","Slide 100 Podium in a crowd with a sign reading ""Happy Birthday Bethlehem"""
305576,Slide 101 Waiters in yellow coats picking up drinks for guests,Slide 101 Waiters in yellow coats picking up drinks for guests
305549,Slide 102 People walking down a crowded street,Slide 102 People walking down a crowded street
305422,Slide 103 American Freedom Train pulling into the train station,Slide 103 American Freedom Train pulling into the train station
305519,Slide 104 American Freedom Train with a crowd of people to its right,Slide 104 American Freedom Train with a crowd of people to its right
305582,Slide 105 American Freedom Train with the railing of a balcony obscuring it,Slide 105 American Freedom Train with the railing of a balcony obscuring it
305438,Slide 106 Railroad tracks that head into North Bethlehm with white houses in background,Slide 106 Railroad tracks that head into North Bethlehm with white houses in background
305385,Slide 107 Trains on railroad tracks with people to their right and a small fair,Slide 107 Trains on railroad tracks with people to their right and a small fair
305360,Slide 108 Old fire engine in front of a small fair comprised of booths,Slide 108 Old fire engine in front of a small fair comprised of booths
305454,Slide 109 Reenactors in front of a small fair,Slide 109 Reenactors in front of a small fair
305355,Slide 110 Reenactors talking with civilians,Slide 110 Reenactors talking with civilians
305388,Slide 111 Reenactors with flags on the street,Slide 111 Reenactors with flags on the street
305482,Slide 112 Men in suits talking in front of a white trailer,Slide 112 Men in suits talking in front of a white trailer
305461,Slide 113 Reenactors with flags and muskets marching,Slide 113 Reenactors with flags and muskets marching
305346,Slide 114 Men in suits leading the reenactors with muskets,Slide 114 Men in suits leading the reenactors with muskets
305357,Slide 115 Reenactors in a crowd in front of a man giving a speech,Slide 115 Reenactors in a crowd in front of a man giving a speech
305333,Slide 116 Bethlehem train station with a small wooden wagon near its entrance,Slide 116 Bethlehem train station with a small wooden wagon near its entrance
305406,Slide 117 Bethlehem train station beside train tracks,Slide 117 Bethlehem train station beside train tracks
305403,Slide 118 Brick path leading to a brick building surrounded by a small bush wall,Slide 118 Brick path leading to a brick building surrounded by a small bush wall
305397,Slide 119 Grey brick building near a grass patch with yellow flowers,Slide 119 Grey brick building near a grass patch with yellow flowers
305423,Slide 120 Grey brick building on a street with a red brick building and a blue house,Slide 120 Grey brick building on a street with a red brick building and a blue house
305412,Slide 121 The front entrance to a grey brick mansion,Slide 121 The front entrance to a grey brick mansion
305450,Slide 122 Street entrance to a grey brick mansion,Slide 122 Street entrance to a grey brick mansion
305417,Slide 123 Several people having lunch with others walking on the path beside them,Slide 123 Several people having lunch with others walking on the path beside them
305421,Slide 124 Brick building with scaffolding around it,Slide 124 Brick building with scaffolding around it
305556,Slide 125 Brick building with scaffolding around it with yellow fences blocking it off,Slide 125 Brick building with scaffolding around it with yellow fences blocking it off
305405,Slide 126 Stairs surrounded by a lot of greenery,Slide 126 Stairs surrounded by a lot of greenery
305520,Slide 127 Yellowish brick building behind several barren trees,Slide 127 Yellowish brick building behind several barren trees
305470,Slide 128 Brick buidling with scaffolding around it with an open entrance,Slide 128 Brick buidling with scaffolding around it with an open entrance
305542,Slide 129 Busy street with people watching a small band perform in an alley,Slide 129 Busy street with people watching a small band perform in an alley
305418,Slide 130 Street view of Tom Bass building with several cars parked in front of it,Slide 130 Street view of Tom Bass building with several cars parked in front of it
305569,Slide 131 Parks department store next to a karate studio,Slide 131 Parks department store next to a karate studio
305552,Slide 132 Young Folks Bazaar with a rent sign on it,Slide 132 Young Folks Bazaar with a rent sign on it
305427,Slide 133 Kresge Paper Box Co. building partially obscured by a white house,Slide 133 Kresge Paper Box Co. building partially obscured by a white house
305411,Slide 134 Kresge Paper Box Co. building next to a white house,Slide 134 Kresge Paper Box Co. building next to a white house
305447,Slide 135 Concrete path with several buildings in the background,Slide 135 Concrete path with several buildings in the background
305512,Slide 136 Entrance to an old brick building,Slide 136 Entrance to an old brick building
305437,Slide 137 Entrance to a partially demolished brick building,Slide 137 Entrance to a partially demolished brick building
305583,Slide 138 Painted white brick wall near a major street,Slide 138 Painted white brick wall near a major street
305451,Slide 139 Grey brick building near a brown brick building and a small wooden cabin,Slide 139 Grey brick building near a brown brick building and a small wooden cabin
305367,Slide 140 Grey brick building surrounded by a a small marsh,Slide 140 Grey brick building surrounded by a a small marsh
305381,Slide 141 Horse pen with women and children approaching,Slide 141 Horse pen with women and children approaching
305409,Slide 142 Grey brick building with a green wooden cart carrying lumber next to it,Slide 142 Grey brick building with a green wooden cart carrying lumber next to it
305392,Slide 143 Construction site that is composed of a dirt lot,Slide 143 Construction site that is composed of a dirt lot
305372,Slide 144 Small river beside grass next to a pavement trail,Slide 144 Small river beside grass next to a pavement trail
305460,Slide 145 Barren trees next to dried up reeds,Slide 145 Barren trees next to dried up reeds
305330,Slide 146 Two people having a picnic beside a river,Slide 146 Two people having a picnic beside a river
305591,Slide 147 The underside of a bridge going over a river,Slide 147 The underside of a bridge going over a river
305457,Slide 148 Railroad tracks in front of a small brick bridge,Slide 148 Railroad tracks in front of a small brick bridge
305329,Slide 149 Two brick buildings with a dirt alley in between them,Slide 149 Two brick buildings with a dirt alley in between them
305509,Slide 150 Brick buildings on both sides of an empty street,Slide 150 Brick buildings on both sides of an empty street
305480,Slide 151 Martin Tower being built,Slide 151 Martin Tower being built
305354,Slide 152 Gram Tamar Bair in a white trenchcoat and a checkered dress overlooking a hillside,Slide 152 Gram Tamar Bair in a white trenchcoat and a checkered dress overlooking a hillside
305345,Slide 153 Gram Tamar Bair in a yellow sweater and skirt holding a pink rose and a white rose,Slide 153 Gram Tamar Bair in a yellow sweater and skirt holding a pink rose and a white rose
305408,Slide 154 Gram Tamar Bair in a yellow sweater in front of her house,Slide 154 Gram Tamar Bair in a yellow sweater in front of her house
305588,Slide 155 Close up of old tile wall,Slide 155 Close up of old tile wall
305518,"Slide 156 Steet entrance of the Nile Theater which was showing Shampoo, Warren Beatty, and Julie Christie","Slide 156 Steet entrance of the Nile Theater which was showing Shampoo, Warren Beatty, and Julie Christie"
305434,Slide 157 Street entrance of the Nile Theater next to Bethlehem Luncheonette and Kilpatrick Jewler,Slide 157 Street entrance of the Nile Theater next to Bethlehem Luncheonette and Kilpatrick Jewler
305384,"Slide 158 Steet entrance of the Nile Theater which was showing Shampoo, Warren Beatty, and Julie Christie","Slide 158 Steet entrance of the Nile Theater which was showing Shampoo, Warren Beatty, and Julie Christie"
305585,Slide 159 Close up of gold and white wall trimmings,Slide 159 Close up of gold and white wall trimmings
305453,Slide 160 Gold painted and bronze ceiling chandelier,Slide 160 Gold painted and bronze ceiling chandelier
305325,"Slide 161 Cracked white, yellow, and green tile flooring","Slide 161 Cracked white, yellow, and green tile flooring"
305426,Slide 162 Close up of patterned wall tiles,Slide 162 Close up of patterned wall tiles
305554,Slide 163 Pattened wall pannles below wall tiles,Slide 163 Pattened wall pannles below wall tiles
305400,Slide 164 Street entrance of the Nile Theater being demolished with Union building next to it,Slide 164 Street entrance of the Nile Theater being demolished with Union building next to it
305401,Slide 165 Partially demolished Nile Theater with the front entrance fallen,Slide 165 Partially demolished Nile Theater with the front entrance fallen
305488,Slide 166 Yellow crane lifting rubble from the Nile Theater demoliton,Slide 166 Yellow crane lifting rubble from the Nile Theater demoliton
305327,Slide 167 W. Raspberry St. sign infront of demoltion site,Slide 167 W. Raspberry St. sign infront of demoltion site
305394,Slide 168 Demoltion site with an orangish-brown truck to its left,Slide 168 Demoltion site with an orangish-brown truck to its left
305545,Slide 169 Rubble of the Nile Theater demoltion,Slide 169 Rubble of the Nile Theater demoltion
305347,Slide 170 Yellow steamroller in front of wooden rubble,Slide 170 Yellow steamroller in front of wooden rubble
305508,Slide 171 Hanover Lines Inc. truck in the middle of a construction site,Slide 171 Hanover Lines Inc. truck in the middle of a construction site
305547,Slide 172 Several yellow construction vehicles parked in front of and in a demolition site,Slide 172 Several yellow construction vehicles parked in front of and in a demolition site
305361,Slide 173 Yellow backhoe lifting up rubble,Slide 173 Yellow backhoe lifting up rubble
305496,Slide 174 Partially demolished brick wall with rubble behind it,Slide 174 Partially demolished brick wall with rubble behind it
305478,Slide 175 Close up of old tile wall,Slide 175 Close up of old tile wall
305565,Slide 176 Close up of embosed wall panel with overhead lighting,Slide 176 Close up of embosed wall panel with overhead lighting
305503,Slide 177 Close up of embosed wall panel with lower lighting,Slide 177 Close up of embosed wall panel with lower lighting
305365,Slide 178 Room on top of a roof seen from a window,Slide 178 Room on top of a roof seen from a window
305353,Slide 179 White wood paneled building with windows,Slide 179 White wood paneled building with windows
305378,Slide 180 White stairwell inside a dimmly lit building,Slide 180 White stairwell inside a dimmly lit building
305511,Slide 181 Stairwell leading to a street exit,Slide 181 Stairwell leading to a street exit
305435,Slide 182 Lit Nile Theater sign adverticiing a public sale,Slide 182 Lit Nile Theater sign adverticiing a public sale
305567,Slide 183 Overhead Nile Theater sign with people walking undeneath it,Slide 183 Overhead Nile Theater sign with people walking undeneath it
305540,Slide 184 Woman in an orange down jacket walking with her child in front of a dark brown brick building,Slide 184 Woman in an orange down jacket walking with her child in front of a dark brown brick building
305559,Slide 185 Stained glass window surrounded dark mahogony wood,Slide 185 Stained glass window surrounded dark mahogony wood
305522,Slide 186 Cream-colored room and hall,Slide 186 Cream-colored room and hall
305382,Slide 187 Metal staircase with wooden railing leading to a dark room,Slide 187 Metal staircase with wooden railing leading to a dark room
305561,Slide 188 Apartment building doorbells with microphone and speaker system,Slide 188 Apartment building doorbells with microphone and speaker system
305533,Slide 189 Apartment balcony and stairs attatched to a grey brick building,Slide 189 Apartment balcony and stairs attatched to a grey brick building
305449,Slide 190 Window overlooking the street in front of the Nile Theater sign,Slide 190 Window overlooking the street in front of the Nile Theater sign
305553,Slide 191 Metal staircase with wooden railing leading to a white door in an eggshell and seafoam green hall,Slide 191 Metal staircase with wooden railing leading to a white door in an eggshell and seafoam green hall
305433,Slide 192 Window surrounded by marbeled pannels and eggshell walls,Slide 192 Window surrounded by marbeled pannels and eggshell walls
305487,Slide 193 Thin metal ladder in a white room with pipes,Slide 193 Thin metal ladder in a white room with pipes
305574,Slide 194 Top of thin metal ladder next to the entrance of a room,Slide 194 Top of thin metal ladder next to the entrance of a room
305420,Slide 195 Empty seating in the main hall of the Nile Theater,Slide 195 Empty seating in the main hall of the Nile Theater
305413,Slide 196 Stairs on the side of a brick building that do not reach the ground,Slide 196 Stairs on the side of a brick building that do not reach the ground
305493,Slide 197 Tiled wall beneath embosed wall panels,Slide 197 Tiled wall beneath embosed wall panels
305550,Slide 198 White empty closet in a cream room,Slide 198 White empty closet in a cream room
305336,Slide 199 Closed door in a stripped wallpaper room,Slide 199 Closed door in a stripped wallpaper room
305541,Slide 200 Nile Theater entrance with a car passing in front of it,Slide 200 Nile Theater entrance with a car passing in front of it
305364,Slide 201 Close up of old tile wall,Slide 201 Close up of old tile wall
305332,Slide 202 Fully constructed bridge with three trucks on it,Slide 202 Fully constructed bridge with three trucks on it
305343,Slide 203 Building under cosntruction with a white trailer to its right,Slide 203 Building under cosntruction with a white trailer to its right
305469,Slide 204 Partially constructed brick building with piles of wood around it,Slide 204 Partially constructed brick building with piles of wood around it
305517,Slide 205 Construction site in front of several store fronts,Slide 205 Construction site in front of several store fronts
305391,Slide 206 Sidewalk construction with wooden fencing blocking it off,Slide 206 Sidewalk construction with wooden fencing blocking it off
305572,Slide 207 Close up of a hole in the middle of brick,Slide 207 Close up of a hole in the middle of brick
305504,Slide 208 Partially complete sidewalk construction,Slide 208 Partially complete sidewalk construction
305349,Slide 209 Lower lairs of the sidewalk construction,Slide 209 Lower lairs of the sidewalk construction
305484,Slide 210 Empty bridge with Hotel Bethlehem in the background,Slide 210 Empty bridge with Hotel Bethlehem in the background
305485,Slide 211 Boarded-up house covered with light snow at the bottom of the hill,Slide 211 Boarded-up house covered with light snow at the bottom of the hill
305490,Slide 212 Boarded-up house on top of a small bridge,Slide 212 Boarded-up house on top of a small bridge
305334,Slide 213 Railroad tracks in front of a small bridge,Slide 213 Railroad tracks in front of a small bridge
305578,Slide 214 Boared up house with a small piles of dirt in front of it,Slide 214 Boared up house with a small piles of dirt in front of it
305383,Slide 215 Old Bethlehem with four cars,Slide 215 Old Bethlehem with four cars
305483,Slide 216 A single tree in a park overlooking Bethlehem,Slide 216 A single tree in a park overlooking Bethlehem
305380,Slide 217 Park in frontof a bridge that leads to North Bethlehem,Slide 217 Park in frontof a bridge that leads to North Bethlehem
305479,"Slide 218 Three buildings with one bearing a sign reading ""Flory's Feeds For Profit""","Slide 218 Three buildings with one bearing a sign reading ""Flory's Feeds For Profit"""
305584,Slide 219 Cement trail beneath a hotel,Slide 219 Cement trail beneath a hotel
305492,Slide 220 Pavement path covered with piles of leaves,Slide 220 Pavement path covered with piles of leaves
305444,Slide 221 Railroad tracks beside the river,Slide 221 Railroad tracks beside the river
